Scénario;Years;Parametre;Aéroport;Emission
S1: Rupture technologique;24/07/2036;ACA 4;Secteur aéroportuaire wallon (SOWAER);708 340,73
S1: Rupture technologique;25/07/2037;ACA 4;Secteur aéroportuaire wallon (SOWAER);571 124,57
S1: Rupture technologique;26/07/2038;ACA 4;Secteur aéroportuaire wallon (SOWAER);456 571,94
S1: Rupture technologique;27/07/2039;ACA 4;Secteur aéroportuaire wallon (SOWAER);362 459,10
S1: Rupture technologique;27/07/2040;ACA 4;Secteur aéroportuaire wallon (SOWAER);242 996,68
S1: Rupture technologique;28/07/2041;ACA 4;Secteur aéroportuaire wallon (SOWAER);167 303,50
S1: Rupture technologique;29/07/2042;ACA 4;Secteur aéroportuaire wallon (SOWAER);120 104,42
S1: Rupture technologique;30/07/2043;ACA 4;Secteur aéroportuaire wallon (SOWAER);91 192,18
S1: Rupture technologique;30/07/2044;ACA 4;Secteur aéroportuaire wallon (SOWAER);74 103,46
S1: Rupture technologique;31/07/2045;ACA 4;Secteur aéroportuaire wallon (SOWAER);62 334,19
S1: Rupture technologique;01/08/2046;ACA 4;Secteur aéroportuaire wallon (SOWAER);57 092,40
S1: Rupture technologique;02/08/2047;ACA 4;Secteur aéroportuaire wallon (SOWAER);55 193,63
S1: Rupture technologique;02/08/2048;ACA 4;Secteur aéroportuaire wallon (SOWAER);55 188,26
S1: Rupture technologique;03/08/2049;ACA 4;Secteur aéroportuaire wallon (SOWAER);56 038,28
S1: Rupture technologique;04/08/2050;ACA 4;Secteur aéroportuaire wallon (SOWAER);54 561,31
S3: Tous leviers;14/07/2022;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 652 985,51
S3: Tous leviers;15/07/2023;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 669 004,29
S3: Tous leviers;15/07/2024;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 677 985,90
S3: Tous leviers;16/07/2025;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 653 017,60
S3: Tous leviers;17/07/2026;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 623 455,91
S3: Tous leviers;18/07/2027;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 590 066,99
S3: Tous leviers;18/07/2028;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 553 737,19
S3: Tous leviers;19/07/2029;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 515 042,55
S3: Tous leviers;20/07/2030;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 420 758,37
S3: Tous leviers;21/07/2031;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 329 855,37
S3: Tous leviers;21/07/2032;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 242 570,50
S3: Tous leviers;22/07/2033;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 159 539,97
S3: Tous leviers;23/07/2034;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 081 407,45
S3: Tous leviers;24/07/2035;ACA 4;Secteur aéroportuaire wallon (SOWAER);870 198,73
S3: Tous leviers;24/07/2036;ACA 4;Secteur aéroportuaire wallon (SOWAER);699 770,95
S3: Tous leviers;25/07/2037;ACA 4;Secteur aéroportuaire wallon (SOWAER);562 117,18
S3: Tous leviers;26/07/2038;ACA 4;Secteur aéroportuaire wallon (SOWAER);447 317,39
S3: Tous leviers;27/07/2039;ACA 4;Secteur aéroportuaire wallon (SOWAER);353 108,02
S3: Tous leviers;27/07/2040;ACA 4;Secteur aéroportuaire wallon (SOWAER);235 978,65
S3: Tous leviers;28/07/2041;ACA 4;Secteur aéroportuaire wallon (SOWAER);160 620,84
S3: Tous leviers;29/07/2042;ACA 4;Secteur aéroportuaire wallon (SOWAER);112 731,48
S3: Tous leviers;30/07/2043;ACA 4;Secteur aéroportuaire wallon (SOWAER);82 666,59
S3: Tous leviers;30/07/2044;ACA 4;Secteur aéroportuaire wallon (SOWAER);64 209,04
S3: Tous leviers;31/07/2045;ACA 4;Secteur aéroportuaire wallon (SOWAER);51 048,68
S3: Tous leviers;01/08/2046;ACA 4;Secteur aéroportuaire wallon (SOWAER);44 360,24
S3: Tous leviers;02/08/2047;ACA 4;Secteur aéroportuaire wallon (SOWAER);41 092,81
S3: Tous leviers;02/08/2048;ACA 4;Secteur aéroportuaire wallon (SOWAER);39 759,08
S3: Tous leviers;03/08/2049;ACA 4;Secteur aéroportuaire wallon (SOWAER);39 359,02
S3: Tous leviers;04/08/2050;ACA 4;Secteur aéroportuaire wallon (SOWAER);39 178,61
S2: Sobriété;14/07/2022;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 652 985,51
S2: Sobriété;15/07/2023;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 631 219,52
S2: Sobriété;15/07/2024;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 601 375,34
S2: Sobriété;16/07/2025;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 535 715,89
S2: Sobriété;17/07/2026;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 468 139,34
S2: Sobriété;18/07/2027;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 400 200,37
S2: Sobriété;18/07/2028;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 333 183,49
S2: Sobriété;19/07/2029;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 267 891,93
S2: Sobriété;20/07/2030;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 156 576,59
S2: Sobriété;21/07/2031;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 054 933,38
S2: Sobriété;21/07/2032;ACA 4;Secteur aéroportuaire wallon (SOWAER);962 259,31
S2: Sobriété;22/07/2033;ACA 4;Secteur aéroportuaire wallon (SOWAER);877 797,25
S2: Sobriété;23/07/2034;ACA 4;Secteur aéroportuaire wallon (SOWAER);801 077,01
S2: Sobriété;24/07/2035;ACA 4;Secteur aéroportuaire wallon (SOWAER);624 356,00
S2: Sobriété;24/07/2036;ACA 4;Secteur aéroportuaire wallon (SOWAER);487 365,25
S2: Sobriété;25/07/2037;ACA 4;Secteur aéroportuaire wallon (SOWAER);381 056,98
S2: Sobriété;26/07/2038;ACA 4;Secteur aéroportuaire wallon (SOWAER);295 343,64
S2: Sobriété;27/07/2039;ACA 4;Secteur aéroportuaire wallon (SOWAER);227 113,88
S2: Sobriété;27/07/2040;ACA 4;Secteur aéroportuaire wallon (SOWAER);146 009,75
S2: Sobriété;28/07/2041;ACA 4;Secteur aéroportuaire wallon (SOWAER);95 987,19
S2: Sobriété;29/07/2042;ACA 4;Secteur aéroportuaire wallon (SOWAER);65 502,14
S2: Sobriété;30/07/2043;ACA 4;Secteur aéroportuaire wallon (SOWAER);47 117,63
S2: Sobriété;30/07/2044;ACA 4;Secteur aéroportuaire wallon (SOWAER);36 237,45
S2: Sobriété;31/07/2045;ACA 4;Secteur aéroportuaire wallon (SOWAER);28 792,73
S2: Sobriété;01/08/2046;ACA 4;Secteur aéroportuaire wallon (SOWAER);25 090,22
S2: Sobriété;02/08/2047;ACA 4;Secteur aéroportuaire wallon (SOWAER);23 223,87
S2: Sobriété;02/08/2048;ACA 4;Secteur aéroportuaire wallon (SOWAER);22 321,11
S2: Sobriété;03/08/2049;ACA 4;Secteur aéroportuaire wallon (SOWAER);21 834,21
S2: Sobriété;04/08/2050;ACA 4;Secteur aéroportuaire wallon (SOWAER);21 442,19
Business As Usual;14/07/2022;ACA 4;Liège;1 191 913,53
Business As Usual;15/07/2023;ACA 4;Liège;1 236 117,39
Business As Usual;15/07/2024;ACA 4;Liège;1 282 005,37
Business As Usual;16/07/2025;ACA 4;Liège;1 330 925,74
Business As Usual;17/07/2026;ACA 4;Liège;1 382 383,80
Business As Usual;18/07/2027;ACA 4;Liège;1 436 141,13
Business As Usual;18/07/2028;ACA 4;Liège;1 492 324,12
Business As Usual;19/07/2029;ACA 4;Liège;1 551 021,60
Business As Usual;20/07/2030;ACA 4;Liège;1 612 338,65
Business As Usual;21/07/2031;ACA 4;Liège;1 676 384,53
Business As Usual;21/07/2032;ACA 4;Liège;1 743 295,93
Business As Usual;22/07/2033;ACA 4;Liège;1 813 212,16
Business As Usual;23/07/2034;ACA 4;Liège;1 886 252,28
Business As Usual;24/07/2035;ACA 4;Liège;1 962 591,02
Business As Usual;24/07/2036;ACA 4;Liège;2 042 350,68
Business As Usual;25/07/2037;ACA 4;Liège;2 125 712,44
Business As Usual;26/07/2038;ACA 4;Liège;2 212 848,79
Business As Usual;27/07/2039;ACA 4;Liège;2 303 904,76
Business As Usual;27/07/2040;ACA 4;Liège;2 399 057,24
Business As Usual;28/07/2041;ACA 4;Liège;2 498 142,43
Business As Usual;29/07/2042;ACA 4;Liège;2 601 323,01
Business As Usual;30/07/2043;ACA 4;Liège;2 708 768,38
Business As Usual;30/07/2044;ACA 4;Liège;2 820 654,99
Business As Usual;31/07/2045;ACA 4;Liège;2 937 166,55
Business As Usual;01/08/2046;ACA 4;Liège;3 058 494,41
Business As Usual;02/08/2047;ACA 4;Liège;3 184 837,82
Business As Usual;02/08/2048;ACA 4;Liège;3 316 404,32
Business As Usual;03/08/2049;ACA 4;Liège;3 453 409,99
Business As Usual;04/08/2050;ACA 4;Liège;3 453 409,99
S0: Référence;14/07/2022;ACA 4;Liège;1 191 913,53
S0: Référence;15/07/2023;ACA 4;Liège;1 235 470,56
S0: Référence;15/07/2024;ACA 4;Liège;1 280 626,17
S0: Référence;16/07/2025;ACA 4;Liège;1 327 339,83
S0: Référence;17/07/2026;ACA 4;Liège;1 378 957,59
S0: Référence;18/07/2027;ACA 4;Liège;1 431 342,71
S0: Référence;18/07/2028;ACA 4;Liège;1 486 076,86
S0: Référence;19/07/2029;ACA 4;Liège;1 543 222,35
S0: Référence;20/07/2030;ACA 4;Liège;1 602 942,68
S0: Référence;21/07/2031;ACA 4;Liège;1 665 183,59
S0: Référence;21/07/2032;ACA 4;Liège;1 730 393,85
S0: Référence;22/07/2033;ACA 4;Liège;1 798 479,56
S0: Référence;23/07/2034;ACA 4;Liège;1 869 536,69
S0: Référence;24/07/2035;ACA 4;Liège;1 943 686,57
S0: Référence;24/07/2036;ACA 4;Liège;2 020 169,09
S0: Référence;25/07/2037;ACA 4;Liège;2 100 950,54
S0: Référence;26/07/2038;ACA 4;Liège;2 162 031,34
S0: Référence;27/07/2039;ACA 4;Liège;2 202 381,35
S0: Référence;27/07/2040;ACA 4;Liège;2 221 789,86
S0: Référence;28/07/2041;ACA 4;Liège;2 221 042,36
S0: Référence;29/07/2042;ACA 4;Liège;2 200 481,07
S0: Référence;30/07/2043;ACA 4;Liège;2 161 197,42
S0: Référence;30/07/2044;ACA 4;Liège;2 105 114,54
S0: Référence;31/07/2045;ACA 4;Liège;2 034 164,29
S0: Référence;01/08/2046;ACA 4;Liège;1 950 786,68
S0: Référence;02/08/2047;ACA 4;Liège;1 857 205,47
S0: Référence;02/08/2048;ACA 4;Liège;1 755 996,52
S0: Référence;03/08/2049;ACA 4;Liège;1 649 320,39
S0: Référence;04/08/2050;ACA 4;Liège;1 467 599,95
S1: Rupture technologique;14/07/2022;ACA 4;Liège;1 191 913,53
S1: Rupture technologique;15/07/2023;ACA 4;Liège;1 235 289,66
S1: Rupture technologique;15/07/2024;ACA 4;Liège;1 276 627,66
S1: Rupture technologique;16/07/2025;ACA 4;Liège;1 292 035,04
S1: Rupture technologique;17/07/2026;ACA 4;Liège;1 304 316,76
S1: Rupture technologique;18/07/2027;ACA 4;Liège;1 313 197,09
S1: Rupture technologique;18/07/2028;ACA 4;Liège;1 318 724,03
S1: Rupture technologique;19/07/2029;ACA 4;Liège;1 320 761,51
S1: Rupture technologique;20/07/2030;ACA 4;Liège;1 267 886,94
S1: Rupture technologique;21/07/2031;ACA 4;Liège;1 214 142,50
S1: Rupture technologique;21/07/2032;ACA 4;Liège;1 159 613,62
S1: Rupture technologique;22/07/2033;ACA 4;Liège;1 104 489,91
S1: Rupture technologique;23/07/2034;ACA 4;Liège;1 049 190,39
S1: Rupture technologique;24/07/2035;ACA 4;Liège;852 557,15
S1: Rupture technologique;24/07/2036;ACA 4;Liège;691 927,11
S1: Rupture technologique;25/07/2037;ACA 4;Liège;561 236,58
S1: Rupture technologique;26/07/2038;ACA 4;Liège;450 625,98
S1: Rupture technologique;27/07/2039;ACA 4;Liège;358 820,70
S1: Rupture technologique;27/07/2040;ACA 4;Liège;240 964,67
S1: Rupture technologique;28/07/2041;ACA 4;Liège;165 995,09
S1: Rupture technologique;29/07/2042;ACA 4;Liège;119 074,07
S1: Rupture technologique;30/07/2043;ACA 4;Liège;90 263,80
S1: Rupture technologique;30/07/2044;ACA 4;Liège;73 202,47
S1: Rupture technologique;31/07/2045;ACA 4;Liège;61 431,47
S1: Rupture technologique;01/08/2046;ACA 4;Liège;56 174,14
S1: Rupture technologique;02/08/2047;ACA 4;Liège;54 255,11
S1: Rupture technologique;02/08/2048;ACA 4;Liège;54 227,71
S1: Rupture technologique;03/08/2049;ACA 4;Liège;55 054,81
S1: Rupture technologique;04/08/2050;ACA 4;Liège;53 554,26
S3: Tous leviers;14/07/2022;ACA 4;Liège;1 191 913,53
S3: Tous leviers;15/07/2023;ACA 4;Liège;1 221 785,67
S3: Tous leviers;15/07/2024;ACA 4;Liège;1 249 694,52
S3: Tous leviers;16/07/2025;ACA 4;Liège;1 252 003,95
S3: Tous leviers;17/07/2026;ACA 4;Liège;1 251 815,02
S3: Tous leviers;18/07/2027;ACA 4;Liège;1 249 064,15
S3: Tous leviers;18/07/2028;ACA 4;Liège;1 243 879,05
S3: Tous leviers;19/07/2029;ACA 4;Liège;1 236 214,73
S3: Tous leviers;20/07/2030;ACA 4;Liège;1 177 972,69
S3: Tous leviers;21/07/2031;ACA 4;Liège;1 120 442,94
S3: Tous leviers;21/07/2032;ACA 4;Liège;1 063 599,51
S3: Tous leviers;22/07/2033;ACA 4;Liège;1 007 514,26
S3: Tous leviers;23/07/2034;ACA 4;Liège;952 458,18
S3: Tous leviers;24/07/2035;ACA 4;Liège;769 862,47
S3: Tous leviers;24/07/2036;ACA 4;Liège;621 804,16
S3: Tous leviers;25/07/2037;ACA 4;Liège;502 102,94
S3: Tous leviers;26/07/2038;ACA 4;Liège;401 550,32
S3: Tous leviers;27/07/2039;ACA 4;Liège;318 507,07
S3: Tous leviers;27/07/2040;ACA 4;Liège;212 241,91
S3: Tous leviers;28/07/2041;ACA 4;Liège;144 415,25
S3: Tous leviers;29/07/2042;ACA 4;Liège;101 662,14
S3: Tous leviers;30/07/2043;ACA 4;Liège;75 083,67
S3: Tous leviers;30/07/2044;ACA 4;Liège;58 968,63
S3: Tous leviers;31/07/2045;ACA 4;Liège;47 527,63
S3: Tous leviers;01/08/2046;ACA 4;Liège;41 909,42
S3: Tous leviers;02/08/2047;ACA 4;Liège;39 298,53
S3: Tous leviers;02/08/2048;ACA 4;Liège;38 360,60
S3: Tous leviers;03/08/2049;ACA 4;Liège;38 193,86
S3: Tous leviers;04/08/2050;ACA 4;Liège;38 183,16
S2: Sobriété;14/07/2022;ACA 4;Liège;1 191 913,53
S2: Sobriété;15/07/2023;ACA 4;Liège;1 200 551,81
S2: Sobriété;15/07/2024;ACA 4;Liège;1 206 569,56
S2: Sobriété;16/07/2025;ACA 4;Liège;1 186 682,83
S2: Sobriété;17/07/2026;ACA 4;Liège;1 164 463,91
S2: Sobriété;18/07/2027;ACA 4;Liège;1 140 152,98
S2: Sobriété;18/07/2028;ACA 4;Liège;1 113 992,09
S2: Sobriété;19/07/2029;ACA 4;Liège;1 086 078,21
S2: Sobriété;20/07/2030;ACA 4;Liège;1 014 261,08
S2: Sobriété;21/07/2031;ACA 4;Liège;945 337,42
S2: Sobriété;21/07/2032;ACA 4;Liège;879 209,56
S2: Sobriété;22/07/2033;ACA 4;Liège;815 865,11
S2: Sobriété;23/07/2034;ACA 4;Liège;755 446,28
S2: Sobriété;24/07/2035;ACA 4;Liège;595 798,57
S2: Sobriété;24/07/2036;ACA 4;Liège;469 465,57
S2: Sobriété;25/07/2037;ACA 4;Liège;369 782,81
S2: Sobriété;26/07/2038;ACA 4;Liège;288 186,28
S2: Sobriété;27/07/2039;ACA 4;Liège;222 503,52
S2: Sobriété;27/07/2040;ACA 4;Liège;143 449,28
S2: Sobriété;28/07/2041;ACA 4;Liège;94 459,70
S2: Sobriété;29/07/2042;ACA 4;Liège;64 462,19
S2: Sobriété;30/07/2043;ACA 4;Liège;46 310,30
S2: Sobriété;30/07/2044;ACA 4;Liège;35 537,94
S2: Sobriété;31/07/2045;ACA 4;Liège;28 146,70
S2: Sobriété;01/08/2046;ACA 4;Liège;24 462,73
S2: Sobriété;02/08/2047;ACA 4;Liège;22 600,92
S2: Sobriété;02/08/2048;ACA 4;Liège;21 697,20
S2: Sobriété;03/08/2049;ACA 4;Liège;21 207,20
S2: Sobriété;04/08/2050;ACA 4;Liège;20 811,40
Business As Usual;2022;ACA 4;Charleroi;461 071,99
Business As Usual;2023;ACA 4;Charleroi;472 137,71
Business As Usual;2024;ACA 4;Charleroi;483 469,02
Business As Usual;2025;ACA 4;Charleroi;495 072,28
Business As Usual;2026;ACA 4;Charleroi;506 954,01
Business As Usual;2027;ACA 4;Charleroi;519 120,91
Business As Usual;2028;ACA 4;Charleroi;531 579,81
Business As Usual;2029;ACA 4;Charleroi;544 337,72
Business As Usual;2030;ACA 4;Charleroi;557 401,83
Business As Usual;2031;ACA 4;Charleroi;570 779,47
Business As Usual;2032;ACA 4;Charleroi;584 478,18
Business As Usual;2033;ACA 4;Charleroi;598 505,66
Business As Usual;2034;ACA 4;Charleroi;612 869,79
Business As Usual;2035;ACA 4;Charleroi;627 578,67
Business As Usual;2036;ACA 4;Charleroi;642 640,55
Business As Usual;2037;ACA 4;Charleroi;658 063,93
Business As Usual;2038;ACA 4;Charleroi;673 857,46
Business As Usual;2039;ACA 4;Charleroi;690 030,04
Business As Usual;2040;ACA 4;Charleroi;706 590,76
Business As Usual;2041;ACA 4;Charleroi;723 548,94
Business As Usual;2042;ACA 4;Charleroi;740 914,12
Business As Usual;2043;ACA 4;Charleroi;758 696,05
Business As Usual;2044;ACA 4;Charleroi;776 904,76
Business As Usual;2045;ACA 4;Charleroi;795 550,47
Business As Usual;2046;ACA 4;Charleroi;814 643,69
Business As Usual;2047;ACA 4;Charleroi;834 195,13
Business As Usual;2048;ACA 4;Charleroi;854 215,82
Business As Usual;2049;ACA 4;Charleroi;874 717,00
Business As Usual;2050;ACA 4;Charleroi;895 710,20
S0: Référence;2022;ACA 4;Charleroi;461 071,99
S0: Référence;2023;ACA 4;Charleroi;436 016,30
S0: Référence;2024;ACA 4;Charleroi;404 647,95
S0: Référence;2025;ACA 4;Charleroi;368 780,98
S0: Référence;2026;ACA 4;Charleroi;330 338,99
S0: Référence;2027;ACA 4;Charleroi;291 004,47
S0: Référence;2028;ACA 4;Charleroi;252 262,98
S0: Référence;2029;ACA 4;Charleroi;215 236,78
S0: Référence;2030;ACA 4;Charleroi;180 831,90
S0: Référence;2031;ACA 4;Charleroi;149 637,65
S0: Référence;2032;ACA 4;Charleroi;123 465,35
S0: Référence;2033;ACA 4;Charleroi;101 894,77
S0: Référence;2034;ACA 4;Charleroi;84 111,62
S0: Référence;2035;ACA 4;Charleroi;69 460,86
S0: Référence;2036;ACA 4;Charleroi;57 374,22
S0: Référence;2037;ACA 4;Charleroi;47 417,29
S0: Référence;2038;ACA 4;Charleroi;39 201,46
S0: Référence;2039;ACA 4;Charleroi;32 432,55
S0: Référence;2040;ACA 4;Charleroi;26 841,74
S0: Référence;2041;ACA 4;Charleroi;22 238,74
S0: Référence;2042;ACA 4;Charleroi;18 487,42
S0: Référence;2043;ACA 4;Charleroi;15 400,23
S0: Référence;2044;ACA 4;Charleroi;12 860,39
S0: Référence;2045;ACA 4;Charleroi;10 771,66
S0: Référence;2046;ACA 4;Charleroi;9 054,73
S0: Référence;2047;ACA 4;Charleroi;7 644,28
S0: Référence;2048;ACA 4;Charleroi;6 486,46
S0: Référence;2049;ACA 4;Charleroi;5 536,92
S0: Référence;2050;ACA 4;Charleroi;4 759,11
S1: Rupture technologique;2022;ACA 4;Charleroi;461 071,99
S1: Rupture technologique;2023;ACA 4;Charleroi;434 776,03
S1: Rupture technologique;2024;ACA 4;Charleroi;401 042,07
S1: Rupture technologique;2025;ACA 4;Charleroi;355 040,47
S1: Rupture technologique;2026;ACA 4;Charleroi;307 881,07
S1: Rupture technologique;2027;ACA 4;Charleroi;261 653,30
S1: Rupture technologique;2028;ACA 4;Charleroi;218 032,36
S1: Rupture technologique;2029;ACA 4;Charleroi;178 174,57
S1: Rupture technologique;2030;ACA 4;Charleroi;137 073,08
S1: Rupture technologique;2031;ACA 4;Charleroi;103 474,07
S1: Rupture technologique;2032;ACA 4;Charleroi;77 629,92
S1: Rupture technologique;2033;ACA 4;Charleroi;58 080,30
S1: Rupture technologique;2034;ACA 4;Charleroi;43 343,56
S1: Rupture technologique;2035;ACA 4;Charleroi;26 929,91
S1: Rupture technologique;2036;ACA 4;Charleroi;16 413,61
S1: Rupture technologique;2037;ACA 4;Charleroi;9 888,00
S1: Rupture technologique;2038;ACA 4;Charleroi;5 945,96
S1: Rupture technologique;2039;ACA 4;Charleroi;3 638,40
S1: Rupture technologique;2040;ACA 4;Charleroi;2 032,01
S1: Rupture technologique;2041;ACA 4;Charleroi;1 308,41
S1: Rupture technologique;2042;ACA 4;Charleroi;1 030,35
S1: Rupture technologique;2043;ACA 4;Charleroi;928,38
S1: Rupture technologique;2044;ACA 4;Charleroi;900,99
S1: Rupture technologique;2045;ACA 4;Charleroi;902,72
S1: Rupture technologique;2046;ACA 4;Charleroi;918,26
S1: Rupture technologique;2047;ACA 4;Charleroi;938,52
S1: Rupture technologique;2048;ACA 4;Charleroi;960,55
S1: Rupture technologique;2049;ACA 4;Charleroi;983,48
S1: Rupture technologique;2050;ACA 4;Charleroi;1 007,05
S3: Tous leviers;2022;ACA 4;Charleroi;461 071,99
S3: Tous leviers;2023;ACA 4;Charleroi;447 218,62
S3: Tous leviers;2024;ACA 4;Charleroi;428 291,38
S3: Tous leviers;2025;ACA 4;Charleroi;401 013,65
S3: Tous leviers;2026;ACA 4;Charleroi;371 640,88
S3: Tous leviers;2027;ACA 4;Charleroi;341 002,83
S3: Tous leviers;2028;ACA 4;Charleroi;309 858,14
S3: Tous leviers;2029;ACA 4;Charleroi;278 827,82
S3: Tous leviers;2030;ACA 4;Charleroi;242 785,68
S3: Tous leviers;2031;ACA 4;Charleroi;209 412,44
S3: Tous leviers;2032;ACA 4;Charleroi;178 970,99
S3: Tous leviers;2033;ACA 4;Charleroi;152 025,71
S3: Tous leviers;2034;ACA 4;Charleroi;128 949,27
S3: Tous leviers;2035;ACA 4;Charleroi;100 336,26
S3: Tous leviers;2036;ACA 4;Charleroi;77 966,78
S3: Tous leviers;2037;ACA 4;Charleroi;60 014,24
S3: Tous leviers;2038;ACA 4;Charleroi;45 767,07
S3: Tous leviers;2039;ACA 4;Charleroi;34 600,95
S3: Tous leviers;2040;ACA 4;Charleroi;23 736,74
S3: Tous leviers;2041;ACA 4;Charleroi;16 205,59
S3: Tous leviers;2042;ACA 4;Charleroi;11 069,34
S3: Tous leviers;2043;ACA 4;Charleroi;7 582,92
S3: Tous leviers;2044;ACA 4;Charleroi;5 240,41
S3: Tous leviers;2045;ACA 4;Charleroi;3 521,05
S3: Tous leviers;2046;ACA 4;Charleroi;2 450,82
S3: Tous leviers;2047;ACA 4;Charleroi;1 794,27
S3: Tous leviers;2048;ACA 4;Charleroi;1 398,48
S3: Tous leviers;2049;ACA 4;Charleroi;1 165,17
S3: Tous leviers;2050;ACA 4;Charleroi;995,45
S2: Sobriété;2022;ACA 4;Charleroi;461 071,99
S2: Sobriété;2023;ACA 4;Charleroi;430 667,71
S2: Sobriété;2024;ACA 4;Charleroi;394 805,78
S2: Sobriété;2025;ACA 4;Charleroi;349 033,06
S2: Sobriété;2026;ACA 4;Charleroi;303 675,44
S2: Sobriété;2027;ACA 4;Charleroi;260 047,40
S2: Sobriété;2028;ACA 4;Charleroi;219 191,41
S2: Sobriété;2029;ACA 4;Charleroi;181 813,72
S2: Sobriété;2030;ACA 4;Charleroi;142 315,51
S2: Sobriété;2031;ACA 4;Charleroi;109 595,97
S2: Sobriété;2032;ACA 4;Charleroi;83 049,74
S2: Sobriété;2033;ACA 4;Charleroi;61 932,14
S2: Sobriété;2034;ACA 4;Charleroi;45 630,74
S2: Sobriété;2035;ACA 4;Charleroi;28 557,43
S2: Sobriété;2036;ACA 4;Charleroi;17 899,68
S2: Sobriété;2037;ACA 4;Charleroi;11 274,16
S2: Sobriété;2038;ACA 4;Charleroi;7 157,36
S2: Sobriété;2039;ACA 4;Charleroi;4 610,36
S2: Sobriété;2040;ACA 4;Charleroi;2 560,47
S2: Sobriété;2041;ACA 4;Charleroi;1 527,49
S2: Sobriété;2042;ACA 4;Charleroi;1 039,95
S2: Sobriété;2043;ACA 4;Charleroi;807,34
S2: Sobriété;2044;ACA 4;Charleroi;699,51
S2: Sobriété;2045;ACA 4;Charleroi;646,03
S2: Sobriété;2046;ACA 4;Charleroi;627,49
S2: Sobriété;2047;ACA 4;Charleroi;622,95
S2: Sobriété;2048;ACA 4;Charleroi;623,91
S2: Sobriété;2049;ACA 4;Charleroi;627,01
S2: Sobriété;2050;ACA 4;Charleroi;630,79
